trial_uid,binary_success_label,start_year,phase_numeric,is_phase_1_2_combined,num_arms,is_randomized,is_multi_center,country_count,is_multi_country,intervention_type,is_combination_therapy,sponsor_type,sponsor_trial_count_total,sponsor_trial_count_last_5y,sponsor_success_rate_historical,is_top_10_sponsor,target_primary,target_category,target_trial_count_total,target_trial_count_last_5y,target_success_rate_historical,is_novel_target
NCT02487277,0,2015,2,0,NA,0,0,1,0,DRUG,0,unknown,2,1,0,0,pegph20,drug,3,3,1,0
NCT02487836,NA,2015,2,0,NA,0,0,1,0,DEVICE,0,unknown,3,2,NA,0,type wallflex or evolution biliary stent system,device,0,0,NA,1
NCT02496832,0,2014,NA,NA,NA,0,0,NA,0,DRUG,0,academic,6,3,0.5,0,18f fluoroazomycin arabinoside,drug,0,0,NA,1
NCT02501902,1,2015,1,0,NA,0,0,2,1,DRUG,0,big_pharma,5,1,0.667,0,palbociclib,drug,0,0,NA,1
NCT02504333,1,2015,1,0,NA,0,0,1,0,DRUG,0,unknown,1,1,1,0,nab paclitaxel,drug,12,12,0.625,0
NCT02506803,NA,2015,1,0,NA,0,0,1,0,DRUG,0,academic,2,1,1,0,nac gemabr,drug,0,0,NA,1
NCT02506842,NA,2015,3,0,NA,0,0,1,0,DRUG,0,academic,2,2,NA,0,nab paclitaxel,drug,12,12,0.625,0
NCT02510066,NA,2015,3,0,NA,0,0,1,0,DEVICE,0,academic,0,0,NA,0,acupuncture,device,1,0,NA,0
NCT02511223,NA,2015,2,0,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,olaparib,drug,1,1,1,0
NCT02514031,0,2015,1,0,NA,0,0,1,0,DRUG,0,academic,2,0,0,0,arq 761,drug,0,0,NA,1
NCT02514421,NA,2015,1,0,NA,0,0,1,0,DEVICE,1,academic,1,0,NA,0,electroporation,device,0,0,NA,1
NCT02515513,0,2015,NA,NA,NA,0,0,1,0,PROCEDURE,0,academic,3,3,1,0,muscle tissue biopsy sample,procedure,0,0,NA,1
NCT02517268,1,2015,NA,NA,NA,0,0,1,0,PROCEDURE,0,academic,1,0,1,0,pancreaticoduodenectomy,procedure,0,0,NA,1
NCT02529579,NA,2015,1,0,NA,0,0,1,0,OTHER,1,academic,0,0,NA,0,iapa dc ctl adoptive cellular immunotherapy,other,0,0,NA,1
NCT02548169,0,2015,1,0,NA,0,0,1,0,BIOLOGICAL,0,academic,0,0,NA,0,dc vaccine standard of care chemotherapy,biological,0,0,NA,1
NCT02550327,NA,2015,0.5,0,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,nab paclitaxel,drug,12,12,0.625,0
NCT02550847,NA,2015,NA,NA,NA,0,0,1,0,DEVICE,0,academic,4,3,0,0,the imaging biomarkers determined by mr pet,device,0,0,NA,1
NCT02551991,1,2015,2,0,NA,0,0,3,1,DRUG,0,unknown,0,0,NA,0,nal iri,drug,0,0,NA,1
NCT02555813,1,2015,NA,NA,NA,0,0,1,0,DRUG,0,unknown,9,7,0.8,1,abraxane,drug,1,0,NA,0
NCT02558868,NA,2015,2,0,NA,0,0,1,0,DRUG,0,academic,1,1,NA,0,irinotecan,drug,1,1,1,0
NCT02559674,NA,2015,1,0,NA,0,0,1,0,BIOLOGICAL,0,unknown,0,0,NA,0,gemcitabine,biological,49,22,0.4,0
NCT02562716,1,2015,2,0,NA,0,0,1,0,DRUG,1,unknown,4,1,1,0,fluorouracil,drug,11,1,0.667,0
NCT02562898,1,2015,1,0,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,ibrutinib,drug,0,0,NA,1
NCT02564146,1,2015,2,0,NA,0,0,1,0,DRUG,0,unknown,4,4,1,0,nab paclitaxel and gemcitabine,drug,1,1,1,0
NCT02565641,NA,2015,2,0,NA,0,0,NA,0,DRUG,0,big_pharma,6,2,0.667,0,capecitabine,drug,22,7,0.571,0
NCT02570529,0,2015,4,0,NA,0,0,NA,0,DRUG,0,academic,1,1,0,0,albis,drug,0,0,NA,1
NCT02570711,0,2015,2,0,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,acp 196,drug,0,0,NA,1
NCT02575508,0,2015,1,0,NA,0,0,1,0,DRUG,1,academic,3,0,0,0,fluorouracil,drug,11,1,0.667,0
NCT02578459,0,2015,NA,NA,NA,0,0,1,0,DEVICE,1,unknown,0,0,NA,0,intrathecal drug delivery system,device,0,0,NA,1
NCT02578732,NA,2015,2,0,NA,0,0,1,0,DRUG,0,academic,3,3,NA,0,folfoxa,drug,2,2,NA,0
NCT02580422,0,2015,NA,NA,NA,0,0,1,0,NA,0,academic,2,1,NA,0,imaging diagnostics,NA,16,10,NA,0
NCT02581215,1,2015,2,0,NA,1,0,1,0,DRUG,1,unknown,0,0,NA,0,mfolfirinox,drug,2,2,1,0
NCT02581501,0,2015,1,0,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,gax gemcitabine abraxane and xeloda,drug,0,0,NA,1
NCT02591082,1,2015,NA,NA,NA,0,0,1,0,DEVICE,0,unknown,1,1,1,0,renovocath r120 catheter,device,0,0,NA,1
NCT02592395,0,2015,1,0,NA,0,0,NA,0,DRUG,1,academic,1,0,NA,0,folfirinox,drug,7,7,0,0
NCT02600949,NA,2015,1,0,NA,0,0,1,0,DRUG,1,academic,16,2,0.571,1,imiquimod,drug,0,0,NA,1
NCT02608229,0,2015,1,0,NA,0,0,1,0,DRUG,1,academic,4,4,0.5,0,bvd 523,drug,0,0,NA,1
NCT02620423,NA,2015,1,0,NA,0,0,1,0,BIOLOGICAL,1,biotech,1,0,1,0,reolysin,biological,1,0,1,0
NCT02620800,NA,2015,1,0,NA,0,0,1,0,DRUG,0,unknown,9,7,0.8,1,5fu,drug,0,0,NA,1
NCT02620865,1,2015,1,0,NA,0,0,1,0,BIOLOGICAL,1,academic,4,0,NA,0,aldesleukin,biological,0,0,NA,1
NCT02628067,NA,2023,2,0,NA,0,0,9,1,DRUG,0,big_pharma,2,1,0,0,keytruda 25 mg ml concentrate for solution for infusion,drug,0,0,NA,1
NCT02634502,NA,2015,2,0,NA,0,0,1,0,PROCEDURE,1,academic,2,2,NA,0,radiofrequency ablation,procedure,0,0,NA,1
NCT02635971,NA,2015,2,0,NA,0,0,1,0,PROCEDURE,1,academic,2,2,NA,0,transcatheter arterial infusion,procedure,0,0,NA,1
NCT02637596,NA,2015,NA,NA,NA,0,0,1,0,PROCEDURE,0,academic,0,0,NA,0,radiofrequency ablation,procedure,0,0,NA,1
NCT02639026,NA,2015,1,0,NA,0,0,1,0,RADIATION,1,academic,6,4,1,0,radiotherapy,radiation,2,1,NA,0
NCT02643498,NA,2015,1,0,NA,0,0,1,0,RADIATION,0,academic,10,3,1,1,stereotactic body radiotherapy sbrt,radiation,0,0,NA,1
NCT02646462,NA,2015,NA,NA,NA,0,0,1,0,NA,0,unknown,1,1,NA,0,surgical,NA,5,2,1,0
NCT02648282,NA,2016,2,0,NA,0,0,1,0,DRUG,1,academic,20,7,0.545,1,cyclophosphamide,drug,0,0,NA,1
NCT02648880,NA,2015,NA,NA,NA,0,0,1,0,BEHAVIORAL,1,academic,1,1,1,0,exercise program,behavioral,0,0,NA,1
NCT02650804,NA,2015,2,0,NA,0,0,2,1,DRUG,0,unknown,0,0,NA,0,bpm31510 nanosuspension injection,drug,0,0,NA,1
NCT02653313,1,2015,1,0,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,parvovirus h 1 h 1pv,drug,0,0,NA,1
NCT02654288,NA,2016,NA,NA,NA,0,0,1,0,OTHER,0,academic,0,0,NA,0,gemcitabine based chemotherapy,other,0,0,NA,1
NCT02657330,NA,2015,1,0,NA,0,0,2,1,DRUG,0,biotech,0,0,NA,0,sbp 101,drug,0,0,NA,1
NCT02670746,0,2015,NA,NA,NA,0,0,1,0,NA,0,unknown,9,7,0.8,1,imaging diagnostics,NA,16,10,NA,0
NCT02672917,0,2016,1,0,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,mvt 5873,drug,0,0,NA,1
NCT02677038,NA,2016,2,0,NA,0,0,1,0,DRUG,0,academic,18,4,0.625,1,olaparib,drug,2,2,1,0
NCT02681601,0,2016,NA,NA,NA,0,0,1,0,DIETARY_SUPPLEMENT,1,academic,2,1,0,0,nutrawell powder,dietary_supplement,0,0,NA,1
NCT02682082,0,2016,NA,NA,NA,0,0,1,0,PROCEDURE,1,academic,1,1,NA,0,endoscopic ultrasound guided celiax plexus neurolysis,procedure,0,0,NA,1
NCT02683824,1,2016,0.5,0,NA,0,0,1,0,DIAGNOSTIC_TEST,1,academic,4,1,0,0,computed tomography,diagnostic_test,0,0,NA,1
NCT02685228,NA,2016,NA,NA,NA,0,0,NA,0,DRUG,0,academic,0,0,NA,0,decitabine,drug,0,0,NA,1
NCT02694536,NA,2016,3,0,NA,0,0,1,0,DRUG,0,big_pharma,7,2,0.667,0,erlotinib,drug,8,3,0.8,0
NCT02695966,NA,2016,NA,NA,NA,0,0,1,0,PROCEDURE,0,academic,5,2,NA,0,whipples surgery,procedure,0,0,NA,1
NCT02697058,1,2016,2,0,NA,0,0,1,0,BIOLOGICAL,1,unknown,0,0,NA,0,bax2398 5 fu calcium levofolinate,biological,0,0,NA,1
NCT02702986,1,2016,1,0,NA,0,0,1,0,PROCEDURE,1,unknown,0,0,NA,0,immunostimulating interstitial laser thermotherapy,procedure,0,0,NA,1
NCT02704143,1,2016,NA,NA,NA,0,0,1,0,OTHER,1,academic,1,1,NA,0,combination of cyberknife with s 1,other,0,0,NA,1
NCT02704156,1,2016,2,0,NA,0,0,1,0,DEVICE,0,academic,1,1,NA,0,cyberknife plus pembrolizumab and trametinib,device,0,0,NA,1
NCT02705196,NA,2016,1,0,NA,0,0,1,0,GENETIC,1,biotech,0,0,NA,0,delolimogene mupadenorepvec,genetic,0,0,NA,1
NCT02707159,NA,2015,2,0,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,nab paclitaxel gemcitabine,drug,1,1,NA,0
NCT02715804,0,2016,3,0,NA,0,0,22,1,OTHER,1,biotech,2,2,1,0,biological pegylated recombinant human hyaluronidase pegph20,other,0,0,NA,1
NCT02716207,1,2016,NA,NA,NA,0,0,1,0,DEVICE,0,academic,1,1,NA,0,cyberknife,device,0,0,NA,1
NCT02717091,NA,2016,2,0,NA,0,0,NA,0,DRUG,0,academic,0,0,NA,0,folfirinox,drug,9,9,0.2,0
NCT02718859,NA,2016,1,0,NA,0,0,1,0,BIOLOGICAL,1,academic,4,4,0,0,nk cells,biological,0,0,NA,1
NCT02720666,1,2016,1,0,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,k 001,drug,0,0,NA,1
NCT02723331,1,2016,2,0,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,nab paclitaxel,drug,16,16,0.667,0
NCT02726854,NA,2016,2,0,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,apatinib,drug,0,0,NA,1
NCT02734160,1,2016,1,0,NA,0,0,5,1,DRUG,0,big_pharma,13,7,0.5,1,galunisertib,drug,1,1,1,0
NCT02734680,NA,2016,NA,NA,NA,0,0,1,0,RADIATION,1,academic,0,0,NA,0,concurrent chemoradiotherapy ccrt,radiation,0,0,NA,1
NCT02736578,0,2016,2,0,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,cetuximab irdye800,drug,0,0,NA,1
NCT02737228,NA,2016,1,0,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,cg200745 ppa,drug,0,0,NA,1
NCT02743975,0,2016,1,0,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,bevacizumab 800cw,drug,0,0,NA,1
NCT02745197,0,2016,2,0,NA,0,0,NA,0,DIETARY_SUPPLEMENT,0,academic,0,0,NA,0,nutritional supplement,dietary_supplement,0,0,NA,1
NCT02745847,NA,2016,NA,NA,NA,0,0,1,0,RADIATION,0,academic,1,1,NA,0,re irradiation with sbrt,radiation,0,0,NA,1
NCT02749136,1,2016,2,0,NA,0,0,1,0,DRUG,0,academic,3,0,NA,0,preoperative modified folfirinox and postoperative gemcitabine,drug,0,0,NA,1
NCT02750657,1,2016,NA,NA,NA,0,0,1,0,GENETIC,0,academic,9,6,0.333,0,molecular profiling,genetic,0,0,NA,1
NCT02754180,NA,2016,2,0,NA,0,0,1,0,DRUG,1,academic,0,0,NA,0,gemcitabine,drug,53,23,0.429,0
NCT02754726,NA,2016,2,0,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,nivolumab,drug,0,0,NA,1
NCT02757859,NA,2016,NA,NA,NA,0,0,1,0,PROCEDURE,1,academic,3,2,0.667,0,pancreatectomy,procedure,0,0,NA,1
NCT02767557,1,2016,2,0,NA,0,0,2,1,DRUG,0,academic,0,0,NA,0,tocilizumab,drug,0,0,NA,1
NCT02767700,NA,2016,NA,NA,NA,0,0,NA,0,GENETIC,0,academic,1,1,NA,0,ngs,genetic,0,0,NA,1
NCT02775695,NA,2016,2,0,NA,0,0,1,0,DRUG,0,unknown,1,1,NA,0,doxycycline,drug,0,0,NA,1
NCT02775786,NA,2015,NA,NA,NA,0,0,1,0,OTHER,0,academic,9,5,0,1,mris with and without intravenous contrast up to 2,other,0,0,NA,1
NCT02782182,0,2016,1,0,NA,0,0,1,0,DRUG,0,academic,4,1,1,0,folfirinox oxaliplatin leucovorin irinotecan,drug,0,0,NA,1
NCT02790944,NA,2016,NA,NA,NA,0,0,1,0,GENETIC,0,unknown,0,0,NA,0,multi gene next generation sequencing panel,genetic,0,0,NA,1
NCT02806687,NA,2016,2,0,NA,0,0,1,0,DRUG,0,academic,1,0,NA,0,gene therapy product cyl 02,drug,0,0,NA,1
NCT02810730,NA,2016,NA,NA,NA,0,0,1,0,PROCEDURE,0,academic,0,0,NA,0,pancreatic mri,procedure,0,0,NA,1
NCT02812992,1,2016,4,0,NA,0,0,1,0,DRUG,1,unknown,7,6,1,0,nab paclitaxel,drug,16,16,0.667,0
NCT02817308,NA,2016,NA,NA,NA,0,0,1,0,OTHER,0,unknown,2,0,NA,0,samples of blood saliva and urine,other,0,0,NA,1
NCT02818829,NA,2016,NA,NA,NA,0,0,1,0,OTHER,0,academic,1,0,NA,0,collection of biological samples,other,0,0,NA,1
NCT02818907,NA,2016,NA,NA,NA,0,0,1,0,OTHER,0,academic,0,0,NA,0,additional biological samples,other,0,0,NA,1
NCT02826486,1,2016,2,0,NA,0,0,4,1,DRUG,0,biotech,0,0,NA,0,bl 8040,drug,0,0,NA,1
NCT02827201,NA,2015,2,0,NA,0,0,1,0,DRUG,0,unknown,3,1,1,0,folfiri 3,drug,1,0,NA,0
NCT02839343,NA,2016,2,0,NA,0,0,2,1,RADIATION,1,academic,10,3,0.75,1,radiation therapy,radiation,2,1,NA,0
NCT02841436,NA,2016,NA,NA,NA,0,0,NA,0,DEVICE,0,academic,5,3,0,0,irreversible electroporation ire system,device,0,0,NA,1
NCT02843945,NA,2016,1,0,NA,0,0,1,0,DEVICE,0,unknown,0,0,NA,0,directional brachytherapy source implant,device,0,0,NA,1
NCT02847000,NA,2016,0.5,0,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,tetrahydrouridine,drug,0,0,NA,1
NCT02850874,0,2016,2,0,NA,0,0,1,0,PROCEDURE,1,academic,7,4,0.5,0,hyperthermic intraperitoneal chemotherapy,procedure,0,0,NA,1
NCT02851381,0,2016,NA,NA,NA,0,0,NA,0,DRUG,0,academic,2,1,0,0,fg 3019,drug,2,1,NA,0
NCT02854072,NA,2015,3,0,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,gv1001,drug,1,0,0,0
NCT02858141,NA,2016,NA,NA,NA,0,0,1,0,OTHER,0,unknown,4,3,NA,0,data collection,other,0,0,NA,1
NCT02862015,NA,2016,2,0,NA,0,1,1,0,OTHER,1,academic,6,5,1,0,oncothermia,other,1,1,NA,0
NCT02863367,NA,2016,2,0,NA,0,0,NA,0,DRUG,0,academic,1,1,0,0,apatinib,drug,0,0,NA,1
NCT02866383,1,2016,2,0,NA,0,0,1,0,DRUG,1,academic,0,0,NA,0,nivolumab,drug,0,0,NA,1
NCT02868632,0,2016,1,0,NA,0,0,1,0,DRUG,1,unknown,3,0,0,0,medi4736,drug,0,0,NA,1
NCT02869802,NA,2016,NA,NA,NA,0,0,1,0,PROCEDURE,1,unknown,0,0,NA,0,tumour biopsy,procedure,0,0,NA,1
NCT02873598,NA,2016,1,0,NA,0,0,1,0,DRUG,1,academic,2,2,1,0,folfirinox or gemcitabine abraxane,drug,0,0,NA,1
NCT02879318,1,2016,2,0,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,gemcitabine,drug,53,23,0.429,0
NCT02886247,NA,2016,NA,NA,NA,0,0,1,0,NA,0,academic,1,1,0,0,genomics precision,NA,2,2,NA,0
NCT02887599,NA,2016,NA,NA,NA,0,0,1,0,PROCEDURE,0,academic,3,3,0,0,blood collection,procedure,0,0,NA,1
NCT02890355,NA,2016,2,0,NA,0,0,1,0,DRUG,1,academic,37,8,0.692,1,fluorouracil,drug,14,4,0.6,0
NCT02892305,NA,2016,NA,NA,NA,0,0,1,0,PROCEDURE,0,academic,3,1,0,0,hepatic resection or ablation with pancreaticoduodenectomy,procedure,0,0,NA,1
NCT02894944,1,2016,1,0,NA,0,0,1,0,BIOLOGICAL,0,academic,6,5,1,0,theragene ad5 ycd muttksr39rep adp,biological,0,0,NA,1
NCT02896803,NA,2016,2,0,NA,0,0,1,0,DRUG,0,unknown,1,1,NA,0,mflox,drug,0,0,NA,1
NCT02896907,NA,2016,0.5,0,NA,0,0,1,0,DRUG,1,academic,3,2,0.667,0,oxaliplatin,drug,8,4,0.667,0
NCT02896946,NA,2016,NA,NA,NA,0,0,NA,0,RADIATION,0,unknown,0,0,NA,0,diffusion weighted nuclear magnetic resonance imaging,radiation,0,0,NA,1
NCT02898649,NA,2016,NA,NA,NA,0,0,1,0,DEVICE,0,academic,3,3,0,0,irreversible electroporation,device,0,0,NA,1
NCT02900677,NA,2016,NA,NA,NA,0,0,1,0,BEHAVIORAL,0,academic,5,3,0,0,physical and nutrition program,behavioral,0,0,NA,1
NCT02902484,0,2016,1,0,NA,0,0,1,0,DRUG,0,academic,3,1,0,0,nintedanib,drug,0,0,NA,1
NCT02905578,1,2016,2,0,NA,0,0,1,0,DRUG,0,unknown,3,2,0,0,gemcitabine,drug,53,23,0.429,0
NCT02907099,NA,2016,2,0,NA,0,0,1,0,DRUG,1,academic,18,4,0.625,1,cxcr4 antagonist bl 8040,drug,0,0,NA,1
NCT02910882,0,2016,2,0,NA,0,0,1,0,DRUG,1,unknown,0,0,NA,0,pegylated recombinant human hyaluronidase pegph20,drug,0,0,NA,1
NCT02919787,NA,2016,2,0,NA,0,0,4,1,DRUG,1,academic,0,0,NA,0,5 fu,drug,0,0,NA,1
NCT02921022,NA,2016,NA,NA,NA,0,0,1,0,DRUG,0,academic,12,5,1,1,gemcitabine,drug,53,23,0.429,0
NCT02921737,0,2016,2,0,NA,0,0,1,0,DRUG,0,academic,4,4,0.5,0,tas 102,drug,0,0,NA,1
NCT02923921,1,2016,3,0,NA,0,0,13,1,BIOLOGICAL,1,big_pharma,13,7,0.5,1,pegilodecakin,biological,0,0,NA,1
NCT02926040,0,2016,NA,NA,NA,0,0,1,0,PROCEDURE,0,academic,0,0,NA,0,irreversible electroporation,procedure,0,0,NA,1
NCT02929797,NA,2016,0.5,0,NA,0,0,1,0,BIOLOGICAL,1,academic,0,0,NA,0,cd8 nkg2d akt cell,biological,0,0,NA,1
NCT02930902,NA,2016,1,0,NA,0,0,1,0,DRUG,1,academic,18,4,0.625,1,gemcitabine hydrochloride,drug,30,5,0.667,0
NCT02934984,NA,2016,NA,NA,NA,0,0,1,0,NA,0,academic,4,3,NA,0,biomarker,NA,17,9,0,0
NCT02945267,NA,2016,4,0,NA,0,0,1,0,DRUG,0,academic,2,2,NA,0,nimotuzumab plus s1,drug,0,0,NA,1
NCT02948309,1,2016,3,0,NA,0,0,1,0,DRUG,0,academic,1,1,NA,0,mistletoe extract iscador qu,drug,0,0,NA,1
NCT02952859,0,2016,NA,NA,NA,0,0,1,0,OTHER,0,academic,0,0,NA,0,irreversible electroporation,other,0,0,NA,1
NCT02959164,NA,2016,1,0,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,decitabine,drug,0,0,NA,1
NCT02959879,1,2016,2,0,NA,0,0,1,0,DRUG,1,academic,1,1,NA,0,folfox neoadjuvant chemotherapy,drug,0,0,NA,1
NCT02967770,0,2016,2,0,NA,0,0,1,0,OTHER,1,academic,2,1,NA,0,molecularly tailored second line therapy,other,0,0,NA,1
NCT02973217,1,2016,NA,NA,NA,0,0,1,0,DEVICE,0,academic,0,0,NA,0,immunostimulating interstitial laser thermotherapy,device,0,0,NA,1
NCT02974764,1,2016,NA,NA,NA,0,0,1,0,OTHER,0,academic,1,1,0,0,no intervention exposures,other,0,0,NA,1
NCT02975141,NA,2016,1,0,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,afatinib 30mg tab,drug,0,0,NA,1
NCT02977702,NA,2016,NA,NA,NA,0,0,NA,0,NA,0,unknown,0,0,NA,0,supportive outcomes,NA,7,3,NA,0
NCT02978547,NA,2016,2,0,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,metformin hydrochloride 500mg tablet,drug,0,0,NA,1
NCT02979483,NA,2016,NA,NA,NA,0,0,1,0,OTHER,0,unknown,9,2,0.5,0,14 eiscp,other,0,0,NA,1
NCT02981342,1,2016,2,0,NA,0,0,8,1,DRUG,0,big_pharma,13,7,0.5,1,abemaciclib,drug,0,0,NA,1
NCT02981641,NA,2016,NA,NA,NA,0,0,1,0,RADIATION,1,academic,0,0,NA,0,intraoperative radiotherapy iort,radiation,0,0,NA,1
NCT02981719,NA,2016,NA,NA,NA,0,0,1,0,PROCEDURE,0,academic,4,4,0,0,simultaneous gemcitabine and irreversible electroporation,procedure,0,0,NA,1
NCT02984501,NA,2016,2,0,NA,0,0,NA,0,RADIATION,1,academic,0,0,NA,0,radiation,radiation,0,0,NA,1
NCT02985125,NA,2016,1,0,NA,0,0,1,0,DRUG,0,academic,2,1,NA,0,lee011,drug,0,0,NA,1
NCT02985801,0,2016,1,0,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,pancrelipase,drug,0,0,NA,1
NCT02993731,NA,2016,3,0,NA,0,0,20,1,DRUG,0,biotech,1,1,NA,0,napabucasin,drug,0,0,NA,1
NCT03001505,0,2016,NA,NA,NA,0,0,1,0,NA,0,academic,3,1,0,0,registry real world,NA,1,1,1,0
NCT03001518,NA,2016,NA,NA,NA,0,0,1,0,NA,0,academic,3,1,0,0,surgical,NA,7,3,1,0
NCT03002831,0,2016,2,0,NA,0,0,1,0,BIOLOGICAL,1,academic,0,0,NA,0,cytokine induced killer cells,biological,0,0,NA,1
NCT03003078,1,2016,NA,NA,NA,0,0,3,1,DEVICE,0,unknown,0,0,NA,0,oncosil,device,0,0,NA,1
NCT03008304,NA,2016,1,0,NA,0,0,1,0,DRUG,0,academic,4,4,0,0,high activity natural killer,drug,0,0,NA,1
NCT03009253,NA,2016,NA,NA,NA,0,0,1,0,OTHER,0,academic,0,0,NA,0,order of treatment,other,0,0,NA,1
NCT03012282,0,2017,NA,NA,NA,0,0,1,0,DIAGNOSTIC_TEST,0,academic,1,0,NA,0,computed tomography perfusion imaging,diagnostic_test,0,0,NA,1
NCT03023722,NA,2017,2,0,NA,0,0,1,0,DRUG,0,academic,2,2,NA,0,anetumab ravtansine,drug,0,0,NA,1
NCT03032913,NA,2016,NA,NA,NA,0,0,1,0,PROCEDURE,0,academic,0,0,NA,0,blood samples,procedure,0,0,NA,1
NCT03033225,1,2017,2,0,NA,0,0,1,0,PROCEDURE,1,academic,8,1,0,0,endoscopic ultrasound,procedure,1,1,NA,0
NCT03033927,NA,2017,NA,NA,NA,0,0,1,0,DIAGNOSTIC_TEST,0,academic,13,5,1,1,ctc isolocation and analysis,diagnostic_test,0,0,NA,1
NCT03040986,1,2017,2,0,NA,0,0,1,0,OTHER,1,academic,38,7,0.692,1,laboratory biomarker analysis,other,3,1,0,0
NCT03042442,NA,2017,NA,NA,NA,0,0,1,0,DIAGNOSTIC_TEST,1,academic,0,0,NA,0,point of care biomarkers,diagnostic_test,0,0,NA,1
NCT03049189,NA,2024,3,0,NA,0,0,9,1,DRUG,0,unknown,2,1,NA,0,177lu edotreotide,drug,0,0,NA,1
NCT03058926,NA,2017,NA,NA,NA,0,0,1,0,OTHER,0,academic,21,7,0.625,1,data management and monitoring,other,0,0,NA,1
NCT03060720,NA,2017,NA,NA,NA,0,0,1,0,NA,0,academic,7,0,0,0,hereditary risk,NA,0,0,NA,1
NCT03063554,NA,2017,NA,NA,NA,0,0,1,0,PROCEDURE,0,academic,1,0,0,0,endoscopic ultrasound guided biliary drainage,procedure,0,0,NA,1
NCT03069599,0,2016,NA,NA,NA,0,0,1,0,PROCEDURE,0,academic,0,0,NA,0,irreversible electroporation ire,procedure,0,0,NA,1
NCT03069664,NA,2017,NA,NA,NA,0,0,1,0,PROCEDURE,1,academic,0,0,NA,0,ercp,procedure,0,0,NA,1
NCT03073785,NA,2017,2,0,NA,0,0,1,0,DRUG,1,academic,4,1,1,0,capecitabine,drug,24,4,0.625,0
NCT03076216,NA,2017,NA,NA,NA,0,0,1,0,DEVICE,0,unknown,1,1,1,0,oncosil,device,1,1,1,0
NCT03076502,NA,2017,NA,NA,NA,0,0,NA,0,NA,0,academic,0,0,NA,0,biomarker,NA,19,8,0,0
NCT03077334,NA,2017,NA,NA,NA,0,0,1,0,DEVICE,0,academic,5,5,0,0,pet ct,device,0,0,NA,1
NCT03077685,1,2017,2,0,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,nanopac,drug,0,0,NA,1
NCT03080974,NA,2017,2,0,NA,0,0,1,0,DRUG,1,academic,1,1,NA,0,nivolumab,drug,2,2,1,0
NCT03086369,NA,2017,1,0,NA,0,0,3,1,DRUG,0,big_pharma,16,7,0.714,1,olaratumab,drug,0,0,NA,1
NCT03086642,1,2017,1,0,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,talimogene laherparepvec,drug,1,0,NA,0
NCT03099265,0,2017,2,0,NA,0,0,1,0,DRUG,0,academic,2,2,NA,0,neoadjuvant mfolfirinox,drug,0,0,NA,1
NCT03104439,NA,2017,2,0,NA,0,0,1,0,DRUG,1,academic,10,3,0.25,0,nivolumab,drug,2,2,1,0
NCT03105921,1,2017,NA,NA,NA,0,0,1,0,DEVICE,0,academic,0,0,NA,0,nanoknife,device,0,0,NA,1
NCT03109041,NA,2017,1,0,NA,0,0,1,0,DEVICE,0,unknown,1,1,NA,0,civasheet,device,0,0,NA,1
NCT03114631,NA,2017,1,0,NA,0,0,1,0,BIOLOGICAL,0,academic,0,0,NA,0,dendritic cells pulsed with tumor lysate,biological,0,0,NA,1
NCT03117556,0,2017,NA,NA,NA,0,0,1,0,PROCEDURE,0,academic,1,1,NA,0,bilateral thoracoscopic splanchnicectomy,procedure,0,0,NA,1
NCT03117920,NA,2017,2,0,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,minnelide,drug,0,0,NA,1
NCT03122106,0,2017,1,0,NA,0,0,1,0,BIOLOGICAL,1,academic,6,4,0.25,0,personalized neoantigen dna vaccine,biological,0,0,NA,1
NCT03126435,NA,2017,3,0,NA,0,0,7,1,DRUG,0,biotech,0,0,NA,0,endotag 1,drug,0,0,NA,1
NCT03127124,0,2017,1,0,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,nant 008,drug,0,0,NA,1
NCT03136406,0,2017,1,0,NA,0,0,1,0,DRUG,1,biotech,1,1,NA,0,cyclophosphamide,drug,1,1,NA,0
