nct_id,title,study_type,phase,status,sponsor,classification,classification_reason
NCT02592395,Study of FOLFIRINOX Electrochemotherapy in the Treatment of Pancreatic Adenocarcinoma,INTERVENTIONAL,PHASE1,WITHDRAWN,"The University of Texas Health Science Center, Houston",therapeutic,Interventional study
NCT02608229,BVD-523 Plus Nab-paclitaxel and Gemcitabine in Patients With Metastatic Pancreatic Cancer,INTERVENTIONAL,PHASE1,TERMINATED,Washington University School of Medicine,therapeutic,Interventional study
NCT02620865,BATS With in Combination With Low Dose IL-1 and GM-CSF for Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE1,COMPLETED,Barbara Ann Karmanos Cancer Institute,therapeutic,Interventional study
NCT02635971,Intra-arterial Versus Intravenous Chemotherapy for Locally Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE2,UNKNOWN,Fudan University,therapeutic,Interventional study
NCT02643498,A Dose Escalation Trial of Stereotactic Body Radiotherapy (SBRT) After Induction Chemotherapy for Locally Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE1,COMPLETED,Memorial Sloan Kettering Cancer Center,therapeutic,Interventional study
NCT02650804,BPM31510 Administered Intravenously With Gemcitabine in Advanced Pancreatic Cancer Patients,INTERVENTIONAL,PHASE2,COMPLETED,BPGbio,therapeutic,Interventional study
NCT02682082,EUS Guided Neurolysis Celiac Block w/wo Bupivacaine in Patient Being Treated Palliatively for Pancreatic Cancer,INTERVENTIONAL,NA,TERMINATED,Centre hospitalier de l'Université de Montréal (CHUM),therapeutic,Interventional study
NCT02705196,LOAd703 Oncolytic Virus Therapy for Pancreatic Cancer,INTERVENTIONAL,PHASE1,ACTIVE_NOT_RECRUITING,Lokon Pharma AB,therapeutic,Interventional study
NCT02707159,Circulating Tumor Cells as Tools for Therapy Response in Nab-paclitaxel Treated Metastatic Pancreatic Cancer Patients,INTERVENTIONAL,PHASE2,COMPLETED,Helse Stavanger HF,therapeutic,Interventional study
NCT02717091,Neoadjuvant FOLFIRINOX or Nab-paclitaxel With Gemcitabine for Borderline Resectable Pancreatic Cancer,INTERVENTIONAL,PHASE2,UNKNOWN,Nagoya University,therapeutic,Interventional study
NCT02718859,Combination of Irreversible Electroporation and NK Immunotherapy for Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE1,COMPLETED,"Fuda Cancer Hospital, Guangzhou",therapeutic,Interventional study
NCT02720666,K-001 Treatment of Advanced Pancreatic Cancer: Clinical Trial of Monotherapy's Tolerability,INTERVENTIONAL,PHASE1,COMPLETED,"Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine",therapeutic,Interventional study
NCT02737228,Study of CG200745 PPA in Combination With Gemcitabine and Erlotinib for Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE1,UNKNOWN,"CrystalGenomics, Inc.",therapeutic,Interventional study
NCT02743975,Near-infrared Image Guided Surgery in Pancreatic Adenocarcinoma,INTERVENTIONAL,PHASE1,TERMINATED,University Medical Center Groningen,therapeutic,Interventional study
NCT02745847,Re-irradiation With Stereotactic Body Radiotherapy for Relapsed Pancreatic Cancer,INTERVENTIONAL,NA,UNKNOWN,Changhai Hospital,therapeutic,Interventional study
NCT02749136,Neoadjuvant Modified FOLFIRINOX in Borderline Resectable Pancreatic Cancer,INTERVENTIONAL,PHASE2,COMPLETED,Asan Medical Center,therapeutic,Interventional study
NCT02757859,High Volume Washing of the Abdomen in Increasing Survival After Surgery in Patients With Pancreatic Cancer That Can Be Removed by Surgery,INTERVENTIONAL,NA,RECRUITING,Sidney Kimmel Cancer Center at Thomas Jefferson University,therapeutic,Interventional study
NCT02767557,Study of Nab-Paclitaxel and Gemcitabine With or Without Tocilizumab in Pancreatic Cancer Patients,INTERVENTIONAL,PHASE2,COMPLETED,Herlev Hospital,therapeutic,Interventional study
NCT02775695,Efficacy of Doxycycline on Metakaryote Cell Death in Patients With Resectable Pancreatic Cancer,INTERVENTIONAL,PHASE2,COMPLETED,Medical College of Wisconsin,therapeutic,Interventional study
NCT02775786,Prospective Evaluation of MRI Biomarkers in Pancreatic Ductal Adenocarcinoma,INTERVENTIONAL,NA,COMPLETED,Columbia University,therapeutic,Interventional study
NCT02812992,Geriatric Assessment Directed Trial to Evaluate Gemcitabine +/- Nab-paclitaxel in Elderly Pancreatic Cancer Patients,INTERVENTIONAL,PHASE4,COMPLETED,AIO-Studien-gGmbH,therapeutic,Interventional study
NCT02818829,Biological and Clinical Database for Pancreatic Adenocarcinoma,OBSERVATIONAL,Unknown,ACTIVE_NOT_RECRUITING,"University Hospital, Toulouse",other,Does not match therapeutic or biomarker criteria
NCT02818907,Evaluation of Survival Prognostic Factors for Patients With Exocrine Pancreatic Cancer Resectable or Potentially Resectable,INTERVENTIONAL,NA,COMPLETED,Centre Hospitalier Universitaire de Besancon,therapeutic,Interventional study
NCT02827201,FIrst Line Treatment of Metastatic Pancreatic Cancer: Sequential Nab-paclitaxel + Gemcitabine/FOLFIRI.3 VS Nab-paclitaxel + Gemcitabine,INTERVENTIONAL,PHASE2,COMPLETED,Federation Francophone de Cancerologie Digestive,therapeutic,Interventional study
NCT02839343,Combination Chemotherapy With or Without Hypofractionated Radiation Therapy Before Surgery in Treating Patients With Pancreatic Cancer,INTERVENTIONAL,PHASE2,UNKNOWN,Alliance for Clinical Trials in Oncology,therapeutic,Interventional study
NCT02843945,Initial Feasibility Study to Treat Borderline Resectable Pancreatic Cancer With a Planar LDR Source,INTERVENTIONAL,PHASE1,RECRUITING,CivaTech Oncology,therapeutic,Interventional study
NCT02850874,HIPEC as Neoadjuvant Treatment for Resectable Pancreatic Adenocarcinoma,INTERVENTIONAL,PHASE2,WITHDRAWN,Wake Forest University Health Sciences,therapeutic,Interventional study
NCT02851381,"Compassionate Single Subject Use of FG-3019 (FibroGen) in Locally Advanced, Unresectable Pancreatic Cancer",INTERVENTIONAL,NA,WITHDRAWN,Jonsson Comprehensive Cancer Center,therapeutic,Interventional study
NCT02858141,Onco-geriatric Database of Patients With Pancreatic Cancer,OBSERVATIONAL,Unknown,UNKNOWN,Institut Paoli-Calmettes,other,Does not match therapeutic or biomarker criteria
NCT02863367,A One-Arm Exploratory Clinical Trial of Apatinib Plus Gemcitabine in Patients With Advanced Metastatic Pancreatic Cancer,INTERVENTIONAL,PHASE2,UNKNOWN,Tianjin Medical University Cancer Institute and Hospital,therapeutic,Interventional study
NCT02869802,Prospectively Defining Metastatic Pancreatic Ductal Adenocarcinoma Subtypes by Comprehensive Genomic Analysis,OBSERVATIONAL,Unknown,RECRUITING,British Columbia Cancer Agency,biomarker,Biomarker or molecular study
NCT02873598,A Dose Escalation Trial of SBRT After Induction Chemotherapy for Locally Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE1,COMPLETED,"University of Colorado, Denver",therapeutic,Interventional study
NCT02886247,Pancreatic Cancer Registry: For Any Person With a Personal or Family History,OBSERVATIONAL,Unknown,RECRUITING,Johns Hopkins University,other,Does not match therapeutic or biomarker criteria
NCT02892305,Hepatic Resection for Metastatic Pancreatic Cancer,OBSERVATIONAL,Unknown,ACTIVE_NOT_RECRUITING,Duke University,biomarker,Biomarker or molecular study
NCT02894944,Clinical Trial Phase I for Theragene in Combination With Chemotherapy for the Locally Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE1,COMPLETED,Seoul National University Hospital,therapeutic,Interventional study
NCT02896803,Fluorouracil and Oxaliplatin as First-line for Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE2,UNKNOWN,Instituto do Cancer do Estado de São Paulo,therapeutic,Interventional study
NCT02896907,Ascorbic Acid and Combination Chemotherapy in Treating Patients With Locally Advanced or Recurrent Pancreatic Cancer That Cannot Be Removed by Surgery,INTERVENTIONAL,EARLY_PHASE1,COMPLETED,Sidney Kimmel Cancer Center at Thomas Jefferson University,therapeutic,Interventional study
NCT02896946,Diffusion MRI for Pancreatic Adenocarcinoma,INTERVENTIONAL,NA,COMPLETED,Hospices Civils de Lyon,therapeutic,Interventional study
NCT02898649,Safety and Efficacy of Irreversible Electroporation for Locally Advanced Pancreatic Cancer,INTERVENTIONAL,NA,UNKNOWN,Yonsei University,therapeutic,Interventional study
NCT02900677,Developing Prehabilitation Program in Patients With Operable Pancreatic Cancer Perioperatively and Following Surgery,INTERVENTIONAL,NA,UNKNOWN,National Taiwan University Hospital,therapeutic,Interventional study
NCT02905578,A Phase 2 Trial of High-dose Ascorbate for Pancreatic Cancer (PACMAN 2.1),INTERVENTIONAL,PHASE2,COMPLETED,Joseph J. Cullen,therapeutic,Interventional study
NCT02910882,"PEGPH20 Plus Gemcitabine With Radiotherapy in Patients With Localized, Unresectable Pancreatic Cancer",INTERVENTIONAL,PHASE2,TERMINATED,Scripps Health,therapeutic,Interventional study
NCT02919787,Nordic Pancreatic Cancer Trial (NorPACT) - 1,INTERVENTIONAL,PHASE2,ACTIVE_NOT_RECRUITING,Oslo University Hospital,therapeutic,Interventional study
NCT02921022,"Study Of Gemcitabine, Nab-paclitaxel, PEGPH20 and Rivaroxaban for Advanced Pancreatic Adenocarcinoma",INTERVENTIONAL,NA,ACTIVE_NOT_RECRUITING,Memorial Sloan Kettering Cancer Center,therapeutic,Interventional study
NCT02921737,TAS-102 (Lonsurf) in Metastatic or Locally Advanced Unresectable Pancreatic Adenocarcinoma Post First Line Chemotherapy (UF-STO-PANC-003),INTERVENTIONAL,PHASE2,TERMINATED,University of Florida,therapeutic,Interventional study
NCT02926040,Quality of Life After in Situ IRE in Locally Advanced Pancreatic Cancer,OBSERVATIONAL,Unknown,TERMINATED,"Insel Gruppe AG, University Hospital Bern",other,Does not match therapeutic or biomarker criteria
NCT02929797,Immunotherapy of CD8+NKG2D+ AKT Cell With Chemotherapy to Pancreatic Cancer,INTERVENTIONAL,EARLY_PHASE1,UNKNOWN,"Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine",therapeutic,Interventional study
NCT02930902,Pembrolizumab and Paricalcitol With or Without Chemotherapy in Patients With Pancreatic Cancer That Can Be Removed by Surgery,INTERVENTIONAL,PHASE1,COMPLETED,M.D. Anderson Cancer Center,therapeutic,Interventional study
NCT02945267,Nimotuzumab Plus S1 Versus Placebo Plus S1 as Maintenance Treatment in Patients With Unresectable Pancreatic Cancer,INTERVENTIONAL,PHASE4,UNKNOWN,Chinese PLA General Hospital,therapeutic,Interventional study
NCT02959879,Neo-adjuvant FOLF(IRIN)OX for Resectable Pancreatic Adenocarcinoma,INTERVENTIONAL,PHASE2,UNKNOWN,"University Hospital, Rouen",therapeutic,Interventional study
NCT02967770,Molecularly Tailored Therapy to Standard of Care as Second-Line Therapy in Metastatic Pancreatic Cancer,INTERVENTIONAL,PHASE2,WITHDRAWN,Georgetown University,therapeutic,Interventional study
NCT02973217,Immunostimulating Interstitial Laser Thermotherapy in Pancreatic Cancer,INTERVENTIONAL,NA,COMPLETED,Clinical Laserthermia Systems AB,therapeutic,Interventional study
NCT02974764,Changes in Biomarkers From Blood Over Time in Patients With Pancreatic Adenocarcinoma,OBSERVATIONAL,Unknown,COMPLETED,Johns Hopkins University,biomarker,Biomarker or molecular study
NCT02977702,Sarcopenia is an Independent Prognostic Factor for Overall Survival in Patients With Pancreatic Adenocarcinoma,OBSERVATIONAL,Unknown,COMPLETED,Institut de Cancérologie de Lorraine,biomarker,Biomarker or molecular study
NCT02979483,Management of Symptomatic Advanced Pancreatic Adenocarcinoma,INTERVENTIONAL,NA,ACTIVE_NOT_RECRUITING,GERCOR - Multidisciplinary Oncology Cooperative Group,therapeutic,Interventional study
NCT02985125,LEE011 Plus Everolimus in Patients With Metastatic Pancreatic Adenocarcinoma Refractory to Chemotherapy,INTERVENTIONAL,PHASE1,UNKNOWN,Georgetown University,therapeutic,Interventional study
NCT02993731,A Study of Napabucasin Plus Nab-Paclitaxel With Gemcitabine in Adult Patients With Metastatic Pancreatic Adenocarcinoma,INTERVENTIONAL,PHASE3,COMPLETED,"Sumitomo Pharma America, Inc.",therapeutic,Interventional study
NCT03001518,Immunologic Signatures Following Surgery for Pancreatic Cancer,OBSERVATIONAL,Unknown,COMPLETED,Duke University,biomarker,Biomarker or molecular study
NCT03003078,A Pilot Study of OncoSil™ Given to Patients With Pancreatic Cancer Treated With FOLFIRINOX or Gemcitabine+Abraxane,INTERVENTIONAL,NA,COMPLETED,OncoSil Medical Limited,therapeutic,Interventional study
NCT03033927,Predicting Effective Therapy in Pancreatic Cancer,OBSERVATIONAL,Unknown,ACTIVE_NOT_RECRUITING,Memorial Sloan Kettering Cancer Center,biomarker,Biomarker or molecular study
NCT03040986,Selumetinib Sulfate in Treating Patients With Locally Advanced or Metastatic Pancreatic Cancer With KRAS G12R Mutations,INTERVENTIONAL,PHASE2,COMPLETED,National Cancer Institute (NCI),therapeutic,Interventional study
NCT03042442,"Relation Between Cachexia, Diabetes and periNeural Invasion in PANcreatic Cancer- Biomarkers Substudy",OBSERVATIONAL,Unknown,COMPLETED,Iuliu Hatieganu University of Medicine and Pharmacy,biomarker,Biomarker or molecular study
NCT03069599,Immune Response After Pancreatic Cancer Treatment,OBSERVATIONAL,Unknown,TERMINATED,"Insel Gruppe AG, University Hospital Bern",other,Does not match therapeutic or biomarker criteria
NCT03069664,Palliative Pancreatic Duct Stenting in Patients With Inoperable Pancreatic Cancer,INTERVENTIONAL,NA,UNKNOWN,Helsinki University Central Hospital,therapeutic,Interventional study
NCT03073785,Hypofractionated Stereotactic Body Radiation & Fluorouracil or Capecitabine for Locally Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE2,ACTIVE_NOT_RECRUITING,University of Nebraska,therapeutic,Interventional study
NCT03076502,"The Role of ctDNA, PVT1 and ROS in Diagnosis and Treatment of Gastrointestinal and Hepatobiliary Pancreatic Cancer",OBSERVATIONAL,Unknown,UNKNOWN,RenJi Hospital,biomarker,Biomarker or molecular study
NCT03077685,Trial of NanoPac® in Subjects With Locally Advanced Pancreatic Adenocarcinoma,INTERVENTIONAL,PHASE2,COMPLETED,"NanOlogy, LLC",therapeutic,Interventional study
NCT03086369,A Study of Nab-Paclitaxel and Gemcitabine With or Without Olaratumab (LY3012207) in Participants With Metastatic Pancreatic Cancer,INTERVENTIONAL,PHASE1,COMPLETED,Eli Lilly and Company,therapeutic,Interventional study
NCT03086642,Study of Talimogene Laherparepvec (T-VEC) in Pancreatic Cancer,INTERVENTIONAL,PHASE1,COMPLETED,"Karie D. Runcie, MD",therapeutic,Interventional study
NCT03105921,Irreversible Electroporation (NanoKnife) for the Treatment of Pancreatic Adenocarcinoma,INTERVENTIONAL,NA,COMPLETED,Poitiers University Hospital,therapeutic,Interventional study
NCT03117556,Bilateral Thoracoscopic Splanchnicectomy for Pain Relief in Patients With Unresectable Pancreatic Cancer,INTERVENTIONAL,NA,WITHDRAWN,University of Louisville,therapeutic,Interventional study
NCT03117920,"A Phase II, International Open Label Trial of Minnelide™ in Patients With Refractory Pancreatic Cancer",INTERVENTIONAL,PHASE2,COMPLETED,Minneamrita Therapeutics LLC,therapeutic,Interventional study
NCT03136406,QUILT-3.039: NANT Pancreatic Cancer Vaccine: Combination Immunotherapy in Subjects With Pancreatic Cancer Who Have Progressed on or After Standard-of-care Therapy,INTERVENTIONAL,PHASE1,TERMINATED,"ImmunityBio, Inc.",therapeutic,Interventional study
NCT03138720,Pre-operative Treatment for Patients With Untreated Pancreatic Cancer,INTERVENTIONAL,PHASE2,ACTIVE_NOT_RECRUITING,HonorHealth Research Institute,therapeutic,Interventional study
NCT03158779,Evaluation of SBRT for Patients With Locally Advanced Unresectable Pancreatic Cancer,INTERVENTIONAL,PHASE2,COMPLETED,Istituto Clinico Humanitas,therapeutic,Interventional study
NCT03159819,Clinical Study of CAR-CLD18 T Cells in Patients With Advanced Gastric Adenocarcinoma and Pancreatic Adenocarcinoma,INTERVENTIONAL,NA,UNKNOWN,Changhai Hospital,therapeutic,Interventional study
NCT03165591,Open Label Immunotherapy Trial of Inoperable Pancreatic Cancer,INTERVENTIONAL,PHASE1,UNKNOWN,Immunitor LLC,therapeutic,Interventional study
NCT03180437,Safety and Efficiency of IRE Plus γδ T Cell Against Locally Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE1,COMPLETED,"Fuda Cancer Hospital, Guangzhou",therapeutic,Interventional study
NCT03187587,Percutaneous Immunostimulating Interstitial Laser Thermotherapy in Pancreatic Cancer,INTERVENTIONAL,NA,TERMINATED,Clinical Laserthermia Systems AB,therapeutic,Interventional study
NCT03187951,PancFit: Multimodal Exercise During Preoperative Therapy for Pancreatic Cancer,INTERVENTIONAL,NA,ACTIVE_NOT_RECRUITING,M.D. Anderson Cancer Center,therapeutic,Interventional study
NCT03192462,TAA Specific Cytotoxic T Lymphocytes in Patients With Pancreatic Cancer,INTERVENTIONAL,PHASE1,COMPLETED,Baylor College of Medicine,therapeutic,Interventional study
NCT03199144,Neoadjuvant Chemotherapy and Stereotactic Radiosurgery to Pancreatectomy for Patients With Borderline Resectable Pancreatic Cancer,INTERVENTIONAL,PHASE2,WITHDRAWN,"Centre Francois Baclesse, Luxembourg",therapeutic,Interventional study
NCT03207724,Study of Onivyde and 5-FU in Combination With Xilonix for Pancreatic Cancer With Cachexia,INTERVENTIONAL,PHASE1,COMPLETED,"Andrew Hendifar, MD",therapeutic,Interventional study
NCT03215459,Cardiopulmonary Exercise Testing: An Assessment of Patients Fitness for Palliative Chemotherapy for Pancreatic Cancer,OBSERVATIONAL,Unknown,UNKNOWN,The Clatterbridge Cancer Centre NHS Foundation Trust,other,Does not match therapeutic or biomarker criteria
NCT03239184,Bioinformation Therapy for Pancreatic Cancer,INTERVENTIONAL,PHASE2,COMPLETED,"Fuda Cancer Hospital, Guangzhou",therapeutic,Interventional study
NCT03256201,Exercise and Nutrition to Improve Pancreatic Cancer Outcomes,INTERVENTIONAL,NA,ACTIVE_NOT_RECRUITING,University of Oklahoma,therapeutic,Interventional study
